utt_id,wav_path,speaker_id,emotion_label
Actor_16_03-01-07-01-02-01-16,data/RAVDESS/Actor_16/03-01-07-01-02-01-16.wav,Actor_16,disgust
Actor_16_03-01-04-01-02-02-16,data/RAVDESS/Actor_16/03-01-04-01-02-02-16.wav,Actor_16,sad
Actor_16_03-01-06-02-02-02-16,data/RAVDESS/Actor_16/03-01-06-02-02-02-16.wav,Actor_16,fearful
Actor_16_03-01-05-02-02-01-16,data/RAVDESS/Actor_16/03-01-05-02-02-01-16.wav,Actor_16,angry
Actor_16_03-01-05-01-01-01-16,data/RAVDESS/Actor_16/03-01-05-01-01-01-16.wav,Actor_16,angry
Actor_16_03-01-06-01-01-02-16,data/RAVDESS/Actor_16/03-01-06-01-01-02-16.wav,Actor_16,fearful
Actor_16_03-01-08-01-02-01-16,data/RAVDESS/Actor_16/03-01-08-01-02-01-16.wav,Actor_16,surprised
Actor_16_03-01-08-02-01-01-16,data/RAVDESS/Actor_16/03-01-08-02-01-01-16.wav,Actor_16,surprised
Actor_16_03-01-01-01-01-02-16,data/RAVDESS/Actor_16/03-01-01-01-01-02-16.wav,Actor_16,neutral
Actor_16_03-01-02-01-01-01-16,data/RAVDESS/Actor_16/03-01-02-01-01-01-16.wav,Actor_16,calm
Actor_16_03-01-02-02-02-01-16,data/RAVDESS/Actor_16/03-01-02-02-02-01-16.wav,Actor_16,calm
Actor_16_03-01-03-01-02-02-16,data/RAVDESS/Actor_16/03-01-03-01-02-02-16.wav,Actor_16,happy
Actor_16_03-01-03-02-01-02-16,data/RAVDESS/Actor_16/03-01-03-02-01-02-16.wav,Actor_16,happy
Actor_11_03-01-01-01-02-02-11,data/RAVDESS/Actor_11/03-01-01-01-02-02-11.wav,Actor_11,neutral
Actor_11_03-01-02-01-02-01-11,data/RAVDESS/Actor_11/03-01-02-01-02-01-11.wav,Actor_11,calm
Actor_11_03-01-02-02-01-01-11,data/RAVDESS/Actor_11/03-01-02-02-01-01-11.wav,Actor_11,calm
Actor_11_03-01-03-01-01-02-11,data/RAVDESS/Actor_11/03-01-03-01-01-02-11.wav,Actor_11,happy
Actor_11_03-01-03-02-02-02-11,data/RAVDESS/Actor_11/03-01-03-02-02-02-11.wav,Actor_11,happy
Actor_11_03-01-04-02-02-02-11,data/RAVDESS/Actor_11/03-01-04-02-02-02-11.wav,Actor_11,sad
Actor_11_03-01-07-02-02-01-11,data/RAVDESS/Actor_11/03-01-07-02-02-01-11.wav,Actor_11,disgust
Actor_11_03-01-07-01-01-01-11,data/RAVDESS/Actor_11/03-01-07-01-01-01-11.wav,Actor_11,disgust
Actor_11_03-01-04-01-01-02-11,data/RAVDESS/Actor_11/03-01-04-01-01-02-11.wav,Actor_11,sad
Actor_11_03-01-06-02-01-02-11,data/RAVDESS/Actor_11/03-01-06-02-01-02-11.wav,Actor_11,fearful
Actor_11_03-01-05-02-01-01-11,data/RAVDESS/Actor_11/03-01-05-02-01-01-11.wav,Actor_11,angry
Actor_11_03-01-05-01-02-01-11,data/RAVDESS/Actor_11/03-01-05-01-02-01-11.wav,Actor_11,angry
Actor_11_03-01-06-01-02-02-11,data/RAVDESS/Actor_11/03-01-06-01-02-02-11.wav,Actor_11,fearful
Actor_11_03-01-08-01-01-01-11,data/RAVDESS/Actor_11/03-01-08-01-01-01-11.wav,Actor_11,surprised
Actor_11_03-01-08-02-02-01-11,data/RAVDESS/Actor_11/03-01-08-02-02-01-11.wav,Actor_11,surprised
Actor_11_03-01-07-02-01-02-11,data/RAVDESS/Actor_11/03-01-07-02-01-02-11.wav,Actor_11,disgust
Actor_11_03-01-04-02-01-01-11,data/RAVDESS/Actor_11/03-01-04-02-01-01-11.wav,Actor_11,sad
Actor_11_03-01-04-01-02-01-11,data/RAVDESS/Actor_11/03-01-04-01-02-01-11.wav,Actor_11,sad
Actor_11_03-01-07-01-02-02-11,data/RAVDESS/Actor_11/03-01-07-01-02-02-11.wav,Actor_11,disgust
Actor_11_03-01-05-02-02-02-11,data/RAVDESS/Actor_11/03-01-05-02-02-02-11.wav,Actor_11,angry
Actor_11_03-01-06-02-02-01-11,data/RAVDESS/Actor_11/03-01-06-02-02-01-11.wav,Actor_11,fearful
Actor_11_03-01-06-01-01-01-11,data/RAVDESS/Actor_11/03-01-06-01-01-01-11.wav,Actor_11,fearful
Actor_11_03-01-05-01-01-02-11,data/RAVDESS/Actor_11/03-01-05-01-01-02-11.wav,Actor_11,angry
Actor_11_03-01-08-01-02-02-11,data/RAVDESS/Actor_11/03-01-08-01-02-02-11.wav,Actor_11,surprised
Actor_11_03-01-08-02-01-02-11,data/RAVDESS/Actor_11/03-01-08-02-01-02-11.wav,Actor_11,surprised
Actor_11_03-01-02-01-01-02-11,data/RAVDESS/Actor_11/03-01-02-01-01-02-11.wav,Actor_11,calm
Actor_11_03-01-01-01-01-01-11,data/RAVDESS/Actor_11/03-01-01-01-01-01-11.wav,Actor_11,neutral
Actor_11_03-01-02-02-02-02-11,data/RAVDESS/Actor_11/03-01-02-02-02-02-11.wav,Actor_11,calm
Actor_11_03-01-03-01-02-01-11,data/RAVDESS/Actor_11/03-01-03-01-02-01-11.wav,Actor_11,happy
Actor_11_03-01-03-02-01-01-11,data/RAVDESS/Actor_11/03-01-03-02-01-01-11.wav,Actor_11,happy
Actor_11_03-01-06-01-02-01-11,data/RAVDESS/Actor_11/03-01-06-01-02-01-11.wav,Actor_11,fearful
Actor_11_03-01-05-01-02-02-11,data/RAVDESS/Actor_11/03-01-05-01-02-02-11.wav,Actor_11,angry
Actor_11_03-01-05-02-01-02-11,data/RAVDESS/Actor_11/03-01-05-02-01-02-11.wav,Actor_11,angry
Actor_11_03-01-06-02-01-01-11,data/RAVDESS/Actor_11/03-01-06-02-01-01-11.wav,Actor_11,fearful
Actor_11_03-01-04-01-01-01-11,data/RAVDESS/Actor_11/03-01-04-01-01-01-11.wav,Actor_11,sad
Actor_11_03-01-07-01-01-02-11,data/RAVDESS/Actor_11/03-01-07-01-01-02-11.wav,Actor_11,disgust
Actor_11_03-01-07-02-02-02-11,data/RAVDESS/Actor_11/03-01-07-02-02-02-11.wav,Actor_11,disgust
Actor_11_03-01-04-02-02-01-11,data/RAVDESS/Actor_11/03-01-04-02-02-01-11.wav,Actor_11,sad
Actor_11_03-01-08-02-02-02-11,data/RAVDESS/Actor_11/03-01-08-02-02-02-11.wav,Actor_11,surprised
Actor_11_03-01-08-01-01-02-11,data/RAVDESS/Actor_11/03-01-08-01-01-02-11.wav,Actor_11,surprised
Actor_11_03-01-03-02-02-01-11,data/RAVDESS/Actor_11/03-01-03-02-02-01-11.wav,Actor_11,happy
Actor_11_03-01-03-01-01-01-11,data/RAVDESS/Actor_11/03-01-03-01-01-01-11.wav,Actor_11,happy
Actor_11_03-01-02-02-01-02-11,data/RAVDESS/Actor_11/03-01-02-02-01-02-11.wav,Actor_11,calm
Actor_11_03-01-02-01-02-02-11,data/RAVDESS/Actor_11/03-01-02-01-02-02-11.wav,Actor_11,calm
Actor_11_03-01-01-01-02-01-11,data/RAVDESS/Actor_11/03-01-01-01-02-01-11.wav,Actor_11,neutral
Actor_11_03-01-03-02-01-02-11,data/RAVDESS/Actor_11/03-01-03-02-01-02-11.wav,Actor_11,happy
Actor_11_03-01-03-01-02-02-11,data/RAVDESS/Actor_11/03-01-03-01-02-02-11.wav,Actor_11,happy
Actor_11_03-01-02-02-02-01-11,data/RAVDESS/Actor_11/03-01-02-02-02-01-11.wav,Actor_11,calm
Actor_11_03-01-01-01-01-02-11,data/RAVDESS/Actor_11/03-01-01-01-01-02-11.wav,Actor_11,neutral
Actor_11_03-01-02-01-01-01-11,data/RAVDESS/Actor_11/03-01-02-01-01-01-11.wav,Actor_11,calm
Actor_11_03-01-05-01-01-01-11,data/RAVDESS/Actor_11/03-01-05-01-01-01-11.wav,Actor_11,angry
Actor_11_03-01-06-01-01-02-11,data/RAVDESS/Actor_11/03-01-06-01-01-02-11.wav,Actor_11,fearful
Actor_11_03-01-06-02-02-02-11,data/RAVDESS/Actor_11/03-01-06-02-02-02-11.wav,Actor_11,fearful
Actor_11_03-01-05-02-02-01-11,data/RAVDESS/Actor_11/03-01-05-02-02-01-11.wav,Actor_11,angry
Actor_11_03-01-07-01-02-01-11,data/RAVDESS/Actor_11/03-01-07-01-02-01-11.wav,Actor_11,disgust
Actor_11_03-01-04-01-02-02-11,data/RAVDESS/Actor_11/03-01-04-01-02-02-11.wav,Actor_11,sad
Actor_11_03-01-04-02-01-02-11,data/RAVDESS/Actor_11/03-01-04-02-01-02-11.wav,Actor_11,sad
Actor_11_03-01-07-02-01-01-11,data/RAVDESS/Actor_11/03-01-07-02-01-01-11.wav,Actor_11,disgust
Actor_11_03-01-08-02-01-01-11,data/RAVDESS/Actor_11/03-01-08-02-01-01-11.wav,Actor_11,surprised
Actor_11_03-01-08-01-02-01-11,data/RAVDESS/Actor_11/03-01-08-01-02-01-11.wav,Actor_11,surprised
Actor_18_03-01-03-02-01-02-18,data/RAVDESS/Actor_18/03-01-03-02-01-02-18.wav,Actor_18,happy
Actor_18_03-01-03-01-02-02-18,data/RAVDESS/Actor_18/03-01-03-01-02-02-18.wav,Actor_18,happy
Actor_18_03-01-02-02-02-01-18,data/RAVDESS/Actor_18/03-01-02-02-02-01-18.wav,Actor_18,calm
Actor_18_03-01-02-01-01-01-18,data/RAVDESS/Actor_18/03-01-02-01-01-01-18.wav,Actor_18,calm
Actor_18_03-01-01-01-01-02-18,data/RAVDESS/Actor_18/03-01-01-01-01-02-18.wav,Actor_18,neutral
Actor_18_03-01-06-01-01-02-18,data/RAVDESS/Actor_18/03-01-06-01-01-02-18.wav,Actor_18,fearful
Actor_18_03-01-05-01-01-01-18,data/RAVDESS/Actor_18/03-01-05-01-01-01-18.wav,Actor_18,angry
Actor_18_03-01-05-02-02-01-18,data/RAVDESS/Actor_18/03-01-05-02-02-01-18.wav,Actor_18,angry
Actor_18_03-01-06-02-02-02-18,data/RAVDESS/Actor_18/03-01-06-02-02-02-18.wav,Actor_18,fearful
Actor_18_03-01-04-01-02-02-18,data/RAVDESS/Actor_18/03-01-04-01-02-02-18.wav,Actor_18,sad
Actor_18_03-01-07-01-02-01-18,data/RAVDESS/Actor_18/03-01-07-01-02-01-18.wav,Actor_18,disgust
Actor_18_03-01-07-02-01-01-18,data/RAVDESS/Actor_18/03-01-07-02-01-01-18.wav,Actor_18,disgust
Actor_18_03-01-04-02-01-02-18,data/RAVDESS/Actor_18/03-01-04-02-01-02-18.wav,Actor_18,sad
Actor_18_03-01-08-02-01-01-18,data/RAVDESS/Actor_18/03-01-08-02-01-01-18.wav,Actor_18,surprised
Actor_18_03-01-08-01-02-01-18,data/RAVDESS/Actor_18/03-01-08-01-02-01-18.wav,Actor_18,surprised
Actor_18_03-01-05-01-02-02-18,data/RAVDESS/Actor_18/03-01-05-01-02-02-18.wav,Actor_18,angry
Actor_18_03-01-06-01-02-01-18,data/RAVDESS/Actor_18/03-01-06-01-02-01-18.wav,Actor_18,fearful
Actor_18_03-01-06-02-01-01-18,data/RAVDESS/Actor_18/03-01-06-02-01-01-18.wav,Actor_18,fearful
Actor_18_03-01-05-02-01-02-18,data/RAVDESS/Actor_18/03-01-05-02-01-02-18.wav,Actor_18,angry
Actor_18_03-01-07-01-01-02-18,data/RAVDESS/Actor_18/03-01-07-01-01-02-18.wav,Actor_18,disgust
Actor_18_03-01-04-01-01-01-18,data/RAVDESS/Actor_18/03-01-04-01-01-01-18.wav,Actor_18,sad
Actor_18_03-01-04-02-02-01-18,data/RAVDESS/Actor_18/03-01-04-02-02-01-18.wav,Actor_18,sad
Actor_18_03-01-07-02-02-02-18,data/RAVDESS/Actor_18/03-01-07-02-02-02-18.wav,Actor_18,disgust
Actor_18_03-01-08-02-02-02-18,data/RAVDESS/Actor_18/03-01-08-02-02-02-18.wav,Actor_18,surprised
Actor_18_03-01-08-01-01-02-18,data/RAVDESS/Actor_18/03-01-08-01-01-02-18.wav,Actor_18,surprised
Actor_18_03-01-03-02-02-01-18,data/RAVDESS/Actor_18/03-01-03-02-02-01-18.wav,Actor_18,happy
Actor_18_03-01-03-01-01-01-18,data/RAVDESS/Actor_18/03-01-03-01-01-01-18.wav,Actor_18,happy
Actor_18_03-01-02-02-01-02-18,data/RAVDESS/Actor_18/03-01-02-02-01-02-18.wav,Actor_18,calm
Actor_18_03-01-01-01-02-01-18,data/RAVDESS/Actor_18/03-01-01-01-02-01-18.wav,Actor_18,neutral
Actor_18_03-01-02-01-02-02-18,data/RAVDESS/Actor_18/03-01-02-01-02-02-18.wav,Actor_18,calm
Actor_18_03-01-04-02-01-01-18,data/RAVDESS/Actor_18/03-01-04-02-01-01-18.wav,Actor_18,sad
Actor_18_03-01-07-02-01-02-18,data/RAVDESS/Actor_18/03-01-07-02-01-02-18.wav,Actor_18,disgust
Actor_18_03-01-07-01-02-02-18,data/RAVDESS/Actor_18/03-01-07-01-02-02-18.wav,Actor_18,disgust
Actor_18_03-01-04-01-02-01-18,data/RAVDESS/Actor_18/03-01-04-01-02-01-18.wav,Actor_18,sad
Actor_18_03-01-06-02-02-01-18,data/RAVDESS/Actor_18/03-01-06-02-02-01-18.wav,Actor_18,fearful
Actor_18_03-01-05-02-02-02-18,data/RAVDESS/Actor_18/03-01-05-02-02-02-18.wav,Actor_18,angry
Actor_18_03-01-05-01-01-02-18,data/RAVDESS/Actor_18/03-01-05-01-01-02-18.wav,Actor_18,angry
Actor_18_03-01-06-01-01-01-18,data/RAVDESS/Actor_18/03-01-06-01-01-01-18.wav,Actor_18,fearful
Actor_18_03-01-08-01-02-02-18,data/RAVDESS/Actor_18/03-01-08-01-02-02-18.wav,Actor_18,surprised
Actor_18_03-01-08-02-01-02-18,data/RAVDESS/Actor_18/03-01-08-02-01-02-18.wav,Actor_18,surprised
Actor_18_03-01-01-01-01-01-18,data/RAVDESS/Actor_18/03-01-01-01-01-01-18.wav,Actor_18,neutral
Actor_18_03-01-02-01-01-02-18,data/RAVDESS/Actor_18/03-01-02-01-01-02-18.wav,Actor_18,calm
Actor_18_03-01-02-02-02-02-18,data/RAVDESS/Actor_18/03-01-02-02-02-02-18.wav,Actor_18,calm
Actor_18_03-01-03-01-02-01-18,data/RAVDESS/Actor_18/03-01-03-01-02-01-18.wav,Actor_18,happy
Actor_18_03-01-03-02-01-01-18,data/RAVDESS/Actor_18/03-01-03-02-01-01-18.wav,Actor_18,happy
Actor_18_03-01-02-01-02-01-18,data/RAVDESS/Actor_18/03-01-02-01-02-01-18.wav,Actor_18,calm
Actor_18_03-01-01-01-02-02-18,data/RAVDESS/Actor_18/03-01-01-01-02-02-18.wav,Actor_18,neutral
Actor_18_03-01-02-02-01-01-18,data/RAVDESS/Actor_18/03-01-02-02-01-01-18.wav,Actor_18,calm
Actor_18_03-01-03-01-01-02-18,data/RAVDESS/Actor_18/03-01-03-01-01-02-18.wav,Actor_18,happy
Actor_18_03-01-03-02-02-02-18,data/RAVDESS/Actor_18/03-01-03-02-02-02-18.wav,Actor_18,happy
Actor_18_03-01-07-02-02-01-18,data/RAVDESS/Actor_18/03-01-07-02-02-01-18.wav,Actor_18,disgust
Actor_18_03-01-04-02-02-02-18,data/RAVDESS/Actor_18/03-01-04-02-02-02-18.wav,Actor_18,sad
Actor_18_03-01-04-01-01-02-18,data/RAVDESS/Actor_18/03-01-04-01-01-02-18.wav,Actor_18,sad
Actor_18_03-01-07-01-01-01-18,data/RAVDESS/Actor_18/03-01-07-01-01-01-18.wav,Actor_18,disgust
Actor_18_03-01-05-02-01-01-18,data/RAVDESS/Actor_18/03-01-05-02-01-01-18.wav,Actor_18,angry
Actor_18_03-01-06-02-01-02-18,data/RAVDESS/Actor_18/03-01-06-02-01-02-18.wav,Actor_18,fearful
Actor_18_03-01-06-01-02-02-18,data/RAVDESS/Actor_18/03-01-06-01-02-02-18.wav,Actor_18,fearful
Actor_18_03-01-05-01-02-01-18,data/RAVDESS/Actor_18/03-01-05-01-02-01-18.wav,Actor_18,angry
Actor_18_03-01-08-01-01-01-18,data/RAVDESS/Actor_18/03-01-08-01-01-01-18.wav,Actor_18,surprised
Actor_18_03-01-08-02-02-01-18,data/RAVDESS/Actor_18/03-01-08-02-02-01-18.wav,Actor_18,surprised
Actor_20_03-01-08-01-02-01-20,data/RAVDESS/Actor_20/03-01-08-01-02-01-20.wav,Actor_20,surprised
Actor_20_03-01-08-02-01-01-20,data/RAVDESS/Actor_20/03-01-08-02-01-01-20.wav,Actor_20,surprised
Actor_20_03-01-04-02-01-02-20,data/RAVDESS/Actor_20/03-01-04-02-01-02-20.wav,Actor_20,sad
Actor_20_03-01-07-02-01-01-20,data/RAVDESS/Actor_20/03-01-07-02-01-01-20.wav,Actor_20,disgust
Actor_20_03-01-07-01-02-01-20,data/RAVDESS/Actor_20/03-01-07-01-02-01-20.wav,Actor_20,disgust
Actor_20_03-01-04-01-02-02-20,data/RAVDESS/Actor_20/03-01-04-01-02-02-20.wav,Actor_20,sad
Actor_20_03-01-06-02-02-02-20,data/RAVDESS/Actor_20/03-01-06-02-02-02-20.wav,Actor_20,fearful
Actor_20_03-01-05-02-02-01-20,data/RAVDESS/Actor_20/03-01-05-02-02-01-20.wav,Actor_20,angry
Actor_20_03-01-05-01-01-01-20,data/RAVDESS/Actor_20/03-01-05-01-01-01-20.wav,Actor_20,angry
Actor_20_03-01-06-01-01-02-20,data/RAVDESS/Actor_20/03-01-06-01-01-02-20.wav,Actor_20,fearful
Actor_20_03-01-01-01-01-02-20,data/RAVDESS/Actor_20/03-01-01-01-01-02-20.wav,Actor_20,neutral
Actor_20_03-01-02-01-01-01-20,data/RAVDESS/Actor_20/03-01-02-01-01-01-20.wav,Actor_20,calm
Actor_20_03-01-02-02-02-01-20,data/RAVDESS/Actor_20/03-01-02-02-02-01-20.wav,Actor_20,calm
Actor_20_03-01-03-01-02-02-20,data/RAVDESS/Actor_20/03-01-03-01-02-02-20.wav,Actor_20,happy
Actor_20_03-01-03-02-01-02-20,data/RAVDESS/Actor_20/03-01-03-02-01-02-20.wav,Actor_20,happy
Actor_20_03-01-02-01-02-02-20,data/RAVDESS/Actor_20/03-01-02-01-02-02-20.wav,Actor_20,calm
Actor_20_03-01-01-01-02-01-20,data/RAVDESS/Actor_20/03-01-01-01-02-01-20.wav,Actor_20,neutral
Actor_20_03-01-02-02-01-02-20,data/RAVDESS/Actor_20/03-01-02-02-01-02-20.wav,Actor_20,calm
Actor_20_03-01-03-01-01-01-20,data/RAVDESS/Actor_20/03-01-03-01-01-01-20.wav,Actor_20,happy
Actor_20_03-01-03-02-02-01-20,data/RAVDESS/Actor_20/03-01-03-02-02-01-20.wav,Actor_20,happy
Actor_20_03-01-08-01-01-02-20,data/RAVDESS/Actor_20/03-01-08-01-01-02-20.wav,Actor_20,surprised
Actor_20_03-01-08-02-02-02-20,data/RAVDESS/Actor_20/03-01-08-02-02-02-20.wav,Actor_20,surprised
Actor_20_03-01-07-02-02-02-20,data/RAVDESS/Actor_20/03-01-07-02-02-02-20.wav,Actor_20,disgust
Actor_20_03-01-04-02-02-01-20,data/RAVDESS/Actor_20/03-01-04-02-02-01-20.wav,Actor_20,sad
Actor_20_03-01-04-01-01-01-20,data/RAVDESS/Actor_20/03-01-04-01-01-01-20.wav,Actor_20,sad
Actor_20_03-01-07-01-01-02-20,data/RAVDESS/Actor_20/03-01-07-01-01-02-20.wav,Actor_20,disgust
Actor_20_03-01-05-02-01-02-20,data/RAVDESS/Actor_20/03-01-05-02-01-02-20.wav,Actor_20,angry
Actor_20_03-01-06-02-01-01-20,data/RAVDESS/Actor_20/03-01-06-02-01-01-20.wav,Actor_20,fearful
Actor_20_03-01-06-01-02-01-20,data/RAVDESS/Actor_20/03-01-06-01-02-01-20.wav,Actor_20,fearful
Actor_20_03-01-05-01-02-02-20,data/RAVDESS/Actor_20/03-01-05-01-02-02-20.wav,Actor_20,angry
Actor_20_03-01-03-02-01-01-20,data/RAVDESS/Actor_20/03-01-03-02-01-01-20.wav,Actor_20,happy
Actor_20_03-01-03-01-02-01-20,data/RAVDESS/Actor_20/03-01-03-01-02-01-20.wav,Actor_20,happy
Actor_20_03-01-02-02-02-02-20,data/RAVDESS/Actor_20/03-01-02-02-02-02-20.wav,Actor_20,calm
Actor_20_03-01-02-01-01-02-20,data/RAVDESS/Actor_20/03-01-02-01-01-02-20.wav,Actor_20,calm
Actor_20_03-01-01-01-01-01-20,data/RAVDESS/Actor_20/03-01-01-01-01-01-20.wav,Actor_20,neutral
Actor_20_03-01-08-02-01-02-20,data/RAVDESS/Actor_20/03-01-08-02-01-02-20.wav,Actor_20,surprised
Actor_20_03-01-08-01-02-02-20,data/RAVDESS/Actor_20/03-01-08-01-02-02-20.wav,Actor_20,surprised
Actor_20_03-01-06-01-01-01-20,data/RAVDESS/Actor_20/03-01-06-01-01-01-20.wav,Actor_20,fearful
Actor_20_03-01-05-01-01-02-20,data/RAVDESS/Actor_20/03-01-05-01-01-02-20.wav,Actor_20,angry
Actor_20_03-01-05-02-02-02-20,data/RAVDESS/Actor_20/03-01-05-02-02-02-20.wav,Actor_20,angry
Actor_20_03-01-06-02-02-01-20,data/RAVDESS/Actor_20/03-01-06-02-02-01-20.wav,Actor_20,fearful
Actor_20_03-01-04-01-02-01-20,data/RAVDESS/Actor_20/03-01-04-01-02-01-20.wav,Actor_20,sad
Actor_20_03-01-07-01-02-02-20,data/RAVDESS/Actor_20/03-01-07-01-02-02-20.wav,Actor_20,disgust
Actor_20_03-01-07-02-01-02-20,data/RAVDESS/Actor_20/03-01-07-02-01-02-20.wav,Actor_20,disgust
Actor_20_03-01-04-02-01-01-20,data/RAVDESS/Actor_20/03-01-04-02-01-01-20.wav,Actor_20,sad
Actor_20_03-01-08-02-02-01-20,data/RAVDESS/Actor_20/03-01-08-02-02-01-20.wav,Actor_20,surprised
Actor_20_03-01-08-01-01-01-20,data/RAVDESS/Actor_20/03-01-08-01-01-01-20.wav,Actor_20,surprised
